newassoc.c_personid	biog_main.c_name_chn	assoc_codes.c_assoc_desc_chn	newassoc.perid	newassoc.c_name_chn	newassoc.c_assoc_year	newassoc.c_notes	newassoc.c_text_title
3767	蘇軾	友	52951	釋戒		住揚州石塔院 蘇軾與之善 及軾鎮維揚 欲解院職	住揚州石塔院 蘇軾與之善 及軾鎮維揚 欲解院職
3767	蘇軾	友	53209	釋仲殊		預鄉薦 後削髮為僧 蘇軾與之往還甚善 工於詩詞 有寶月集	預鄉薦 後削髮為僧 蘇軾與之往還甚善 工於詩詞 有寶月集
3767	蘇軾	友	53320	釋法泉		太平興國寺 賜號佛慧 與蘇軾友善 晚奉詔住大相國智海禪寺	太平興國寺 賜號佛慧 與蘇軾友善 晚奉詔住大相國智海禪寺
3799	宋保國	友	1762	王安石	1098		[n/a]
3849	丁隲	友	209	張巨	1087		[n/a]
3849	丁隲	友	461	蔣之奇	1087		[n/a]
3849	丁隲	友	833	胡宗愈	1087		[n/a]
3888	鄒浩	友	21599	田晝	0		[n/a]
3888	鄒浩	友	25035	王回	0		[n/a]
3951	王厚之	友	33345	林師蒧	1196		[n/a]
3958	王回	友	1762	王安石	1065		[n/a]
3967	王令	友	40506	杜漸			[n/a]
3968	王雱	友	21167	杜炤	1094	據宋元學案補遺：杜炤少與王雱友，相得驩甚；自其父安石變法，尚新經，天下翕然歸之，炤遂不復與雱接。	據宋元學案補遺：杜炤少與王雱友，相得驩甚；自其父安石變法，尚新經，天下翕然歸之，炤遂不復與雱接。
3970	王伯起	友	42350	林子充			[n/a]
3997	王禹偁	友	1034	李巽	1001		[n/a]
4001	魏了翁	友	10794	虞剛簡	1237		[n/a]
4001	魏了翁	友	10829	范仲黼	1237		[n/a]
4001	魏了翁	友	10831	李心傳	1237		[n/a]
4001	魏了翁	友	18049	洪咨夔			[n/a]
4001	魏了翁	友	21246	蘇振文	1237		[n/a]
4001	魏了翁	友	25860	林岊			[n/a]
4001	魏了翁	友	51400	鄭夢協		玉山人 師事趙蕃 與魏了翁、真德秀厚 講道最篤 劉宰尤稱其文章	玉山人 師事趙蕃 與魏了翁、真德秀厚 講道最篤 劉宰尤稱其文章
4002	魏叔介	友	670	韓元龍	1177		[n/a]
4103	顏度	友	3257	朱熹	1187		[n/a]
4125	尹焞	友	42043	滕愷		婺源人 幼穎悟好學 尹焞高弟呂和問客於婺 愷與為師友 登紹興五年進士第	婺源人 幼穎悟好學 尹焞高弟呂和問客於婺 愷與為師友 登紹興五年進士第
7005	陳襄	友	742	徐常	1072		[n/a]
7005	陳襄	友	3076	陳烈	1072		[n/a]
7005	陳襄	友	3242	周希孟	1072		[n/a]
7005	陳襄	友	7187	鄭穆	1072		[n/a]
7007	程俱	友	42630	江仲嘉			[n/a]
7026	范祖禹	友	16878	朱光庭	1098		[n/a]
7055	呂祖謙	友	10573	吳松年	1181		[n/a]
7055	呂祖謙	友	10613	林成季	1181		[n/a]
7055	呂祖謙	友	13239	劉清之	1173	Visits Lv Zuqian together with Lu JiulingVisits again 1074.1	Visits Lv Zuqian together with Lu JiulingVisits again 1074.1
7055	呂祖謙	友	13773	張杰	1181		[n/a]
7055	呂祖謙	友	17527	吳儆	1181		[n/a]
7055	呂祖謙	友	17987	郭良臣	1181		[n/a]
7055	呂祖謙	友	18027	喬拱	1181		[n/a]
7055	呂祖謙	友	20584	陸九齡	1180	visiting together1173.8.1173.101179.101180.4Lu Jiuling comes to visit	visiting together1173.8.1173.101179.101180.4Lu Jiuling comes to visit
7055	呂祖謙	友	26140	趙焯	1181		[n/a]
7055	呂祖謙	友	34068	王頤	1174	Does muzhiming for father Wang Tian	Does muzhiming for father Wang Tian
7055	呂祖謙	友	40208	宋去非			[n/a]
7055	呂祖謙	友	43063	湯烈			[n/a]
7055	呂祖謙	友	51443	鄧林		淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政	淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政
7055	呂祖謙	友	51746	劉砥			[n/a]
7055	呂祖謙	友	51940	劉世南		嘉譽子 少從三山林之奇遊 與呂祖謙為友 秉禮蹈義 鄉黨敬之	嘉譽子 少從三山林之奇遊 與呂祖謙為友 秉禮蹈義 鄉黨敬之
7059	梅堯臣	友	1384	歐陽修		工詩 以深遠古淡為意 歐陽修與為詩友 自以為不及 以蔭為桐城、河南、河陽主簿	工詩 以深遠古淡為意 歐陽修與為詩友 自以為不及 以蔭為桐城、河南、河陽主簿
7059	梅堯臣	友	16033	吳華	1060		[n/a]
7064	蘇舜欽	友	10170	江休復	1048		[n/a]
7064	蘇舜欽	友	14374	陳之奇		官中允 即乞歸 與胡瑗、蘇舜欽為友 時號吳下三賢	官中允 即乞歸 與胡瑗、蘇舜欽為友 時號吳下三賢
7072	曾肇	友	46254	徐徽		抗疏致仕 自號獨山居士 與曾肇為文字交 嘗采集唐宋兩朝文為一編示肇 肇裒集之	抗疏致仕 自號獨山居士 與曾肇為文字交 嘗采集唐宋兩朝文為一編示肇 肇裒集之
7076	王安國	友	40401	釋贊元			[n/a]
7079	王質	友	8043	范仲淹		質獨克己好善 自奉簡素 范仲淹貶饒州 質持酒往餞 世以此益賢之	質獨克己好善 自奉簡素 范仲淹貶饒州 質持酒往餞 世以此益賢之
7084	王鞏	友	13612	張恕	1096		[n/a]
7097	楊億	友	1226	劉式	1020		[n/a]
7104	尹洙	友	8043	范仲淹		天聖二年進士 屢遷太子中允 會范仲淹貶 洙奏仲淹臣之師友 仲淹被罪	天聖二年進士 屢遷太子中允 會范仲淹貶 洙奏仲淹臣之師友 仲淹被罪
7104	尹洙	友	10170	江休復	1047		[n/a]
7104	尹洙	友	11666	張汝士	1047		[n/a]
7111	黃庭堅	友	13798	王直方	0		[n/a]
7111	黃庭堅	友	14303	王獻可	1097		[n/a]
7111	黃庭堅	友	19868	李沖元	1097		[n/a]
7111	黃庭堅	友	24893	楊琳		字君全 青神人 元符二年餞黃庭堅於中岩	字君全 青神人 元符二年餞黃庭堅於中岩
7111	黃庭堅	友	26882	葛敏修	1097		[n/a]
7111	黃庭堅	友	40893	李才甫			[n/a]
7111	黃庭堅	友	43257	林師仲			[n/a]
7111	黃庭堅	友	43949	高荷		《跋高子勉詩》(《黃豫章集》26/16)。	《跋高子勉詩》(《黃豫章集》26/16)。
7111	黃庭堅	友	45210	章君庭			[n/a]
7111	黃庭堅	友	48797	黃斌老		登科 任戎州倅 黃庭堅貶戎州 與定交 善畫竹	登科 任戎州倅 黃庭堅貶戎州 與定交 善畫竹
7111	黃庭堅	友	49393	楊崈		字景山 四川青神人 元符三年酌黃庭堅于中岩之東堂山 大觀中為仙居令	字景山 四川青神人 元符三年酌黃庭堅于中岩之東堂山 大觀中為仙居令
7111	黃庭堅	友	51148	潘谷		或不持錢求墨 不計多少與之 黃庭堅嘗以錦囊貯其墨半丸 後飲酒三日 發狂浪走赴井死	或不持錢求墨 不計多少與之 黃庭堅嘗以錦囊貯其墨半丸 後飲酒三日 發狂浪走赴井死
7127	陳侁	友	7128	陳瓘		清曾孫 中元符三年進士 與陳瓘友善 瓘謫嶺外 侁以書賀之	清曾孫 中元符三年進士 與陳瓘友善 瓘謫嶺外 侁以書賀之
7128	陳瓘	友	7127	陳侁		清曾孫 中元符三年進士 與陳瓘友善 瓘謫嶺外 侁以書賀之	清曾孫 中元符三年進士 與陳瓘友善 瓘謫嶺外 侁以書賀之
7128	陳瓘	友	15208	陳伯彊	1109		[n/a]
7128	陳瓘	友	24338	林暐	1109		[n/a]
7128	陳瓘	友	49997	廖邃明		少不羈 尚氣諠 陳瓘南遷過全 無敢近者 邃明獨問勞如故	少不羈 尚氣諠 陳瓘南遷過全 無敢近者 邃明獨問勞如故
7164	張栻	友	3257	朱熹	1180		[n/a]
7164	張栻	友	10613	林成季	1180		[n/a]
7164	張栻	友	13773	張杰	1180		[n/a]
7164	張栻	友	17527	吳儆	1180		[n/a]
7187	鄭穆	友	3076	陳烈	1083		[n/a]
7187	鄭穆	友	3242	周希孟	1083		[n/a]
7187	鄭穆	友	7005	陳襄	1083		[n/a]
7197	周必大	友	13148	胡箕	1181		[n/a]
7197	周必大	友	14967	詹體仁	1181		[n/a]
7197	周必大	友	21791	段元愷			[n/a]
7197	周必大	友	51443	鄧林		淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政	淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政
7203	朱晞顏	友	11800	劉宰	1221		[n/a]
7203	朱晞顏	友	18685	戴栩	0		[n/a]
7203	朱晞顏	友	27723	游九言	0		[n/a]
7253	胡嶧	友	11247	方惟深			[n/a]
7253	胡嶧	友	11465	林虙			[n/a]
7273	李處道	友	12354	張耒	1097		[n/a]
7308	歐陽發	友	3767	蘇軾		元豐八年卒 年四十六 蘇軾哭之 謂發得文忠之學 蔡伯喈、張茂先之流也	元豐八年卒 年四十六 蘇軾哭之 謂發得文忠之學 蔡伯喈、張茂先之流也
7343	孫覿	友	826	胡松年		貓相乳記(鴻慶居士文集21/9下)	貓相乳記(鴻慶居士文集21/9下)
7354	蔡湍	友	10566	楊萬里	1176		[n/a]
7364	曾鞏	友	902	孔延之	1083		[n/a]
7364	曾鞏	友	1445	沈季長	1083		[n/a]
7364	曾鞏	友	1458	沈叔通	1083		[n/a]
7364	曾鞏	友	40304	李中			[n/a]
7364	曾鞏	友	43033	孫立節			[n/a]
7376	王詵	友	3767	蘇軾	1115		[n/a]
8004	陳與義	友	455	姜仲謙		詵父 仕終廣東運副 建炎間與任才仲、陳與義會飲岳陽樓上 賦詩以記 仲謙有文名	詵父 仕終廣東運副 建炎間與任才仲、陳與義會飲岳陽樓上 賦詩以記 仲謙有文名
8004	陳與義	友	16570	周莘	1138		[n/a]
8008	秦檜	友	1970	吳芾			[n/a]
8023	趙普	友	984	李崇矩	991		[n/a]
8023	趙普	友	984	李崇矩		仕漢及周 太祖時拜樞密使 與趙普相厚善 太平興國初 出為瓊、崖、儋、萬四州都巡檢使	仕漢及周 太祖時拜樞密使 與趙普相厚善 太平興國初 出為瓊、崖、儋、萬四州都巡檢使
8043	范仲淹	友	1037	李紘		紘長於吏治 篤於交游 范仲淹被謫 朝士畏宰相無敢過者 紘獨出郊餞飲之	紘長於吏治 篤於交游 范仲淹被謫 朝士畏宰相無敢過者 紘獨出郊餞飲之
8043	范仲淹	友	1986	吳遵路			[n/a]
8043	范仲淹	友	7079	王質		質獨克己好善 自奉簡素 范仲淹貶饒州 質持酒往餞 世以此益賢之	質獨克己好善 自奉簡素 范仲淹貶饒州 質持酒往餞 世以此益賢之
8043	范仲淹	友	7104	尹洙		天聖二年進士 屢遷太子中允 會范仲淹貶 洙奏仲淹臣之師友 仲淹被罪	天聖二年進士 屢遷太子中允 會范仲淹貶 洙奏仲淹臣之師友 仲淹被罪
8043	范仲淹	友	11623	汪宗顏	1045		[n/a]
8043	范仲淹	友	20268	劉渙	1045		[n/a]
8043	范仲淹	友	43318	胡景裕		舊與高平范公之父相識京邑，范避地至潭，行裝垂罄，景裕亦困居，乃以千錢為贈，曰某雖貧，里中有所貸，公今流落途窮，少助行色。范謝其意而卻之。	舊與高平范公之父相識京邑，范避地至潭，行裝垂罄，景裕亦困居，乃以千錢為贈，曰某雖貧，里中有所貸，公今流落途窮，少助行色。范謝其意而卻之。
8044	范宗尹	友	3639	陸棠		知識甚廣 宣和末補迪功郎 范宗尹拜相 棠與之有舊 得為廣東提刑司屬官	知識甚廣 宣和末補迪功郎 范宗尹拜相 棠與之有舊 得為廣東提刑司屬官
8051	韓維	友	40910	杜驤			[n/a]
8061	許景衡	友	35006	左緯	1128		[n/a]
8079	李光	友	16643	胡宗伋			[n/a]
8082	李邴	友	14419	陳驥	1136		[n/a]
8082	李邴	友	14514	張讀	1136		[n/a]
8087	劉昌言	友	50207	趙贊		太宗以為忠 累遷右諫議大夫、同知樞密院事 因與凶人趙贊素善 贊誅 心不自安	太宗以為忠 累遷右諫議大夫、同知樞密院事 因與凶人趙贊素善 贊誅 心不自安
8089	劉摯	友	2032	楊畏	1092		[n/a]
8098	陸佃	友	40022	沈憑			[n/a]
8113	史浩	友	19392	顧成忠	1175		[n/a]
8116	蘇頌	友	48212	崔唐臣		晉江人 與蘇頌、呂濬交善 二人登第 唐臣遂罷舉	晉江人 與蘇頌、呂濬交善 二人登第 唐臣遂罷舉
8175	岳飛	友	28448	貢祖文	1141		[n/a]
9001	趙匡胤	友	10409	李繼勳			[n/a]
9001	趙匡胤	友	20030	李謙昇	975		[n/a]
10049	蔡元定	友	3257	朱熹	1194		[n/a]
10083	崔嘉彥	友	3257	朱熹	1167		[n/a]
10170	江休復	友	7064	蘇舜欽	1060		[n/a]
10170	江休復	友	7104	尹洙	1060		[n/a]
10173	文同	友	10176	錢袞	1079		[n/a]
10173	文同	友	21097	石康伯		其家藏書畫數百軸 編冊曰石氏畫苑 與文同善 元豐三年時 年六十一	其家藏書畫數百軸 編冊曰石氏畫苑 與文同善 元豐三年時 年六十一
10173	文同	友	27391	員安輿			[n/a]
10176	錢袞	友	10173	文同	1066		[n/a]
10189	龔頤正	友	41867	呂存中			[n/a]
10223	張子厚	友	17732	張山甫		三子齊名 關中號三傑 與張子厚善 故武功因有子厚錄野亭	三子齊名 關中號三傑 與張子厚善 故武功因有子厚錄野亭
10239	陳居仁	友	10360	鄭若沖	1181		[n/a]
10258	真德秀	友	22701	葉紹翁	1235		[n/a]
10258	真德秀	友	22701	葉紹翁		徙處州龍泉 其學出於葉適 尤與真德秀善 所著四朝聞見錄 南渡以後諸野史足補史傳之闕者	徙處州龍泉 其學出於葉適 尤與真德秀善 所著四朝聞見錄 南渡以後諸野史足補史傳之闕者
10258	真德秀	友	44337	祝士表			[n/a]
10258	真德秀	友	45671	曹晉伯			[n/a]
10258	真德秀	友	51400	鄭夢協		玉山人 師事趙蕃 與魏了翁、真德秀厚 講道最篤 劉宰尤稱其文章	玉山人 師事趙蕃 與魏了翁、真德秀厚 講道最篤 劉宰尤稱其文章
10289	袁燮	友	10314	吳鑑之	1212		[n/a]
10289	袁燮	友	26745	蔣如晦	1212		[n/a]
10289	袁燮	友	41501	楊子嘉			[n/a]
10296	袁甫	友	21495	湯漢	1244		[n/a]
10296	袁甫	友	39653	伍維寅	0		[n/a]
10296	袁甫	友	47130	張伯常		龍泉人 學於袁爕 與袁甫為友 甫稱其學醇行方 氣充識明	龍泉人 學於袁爕 與袁甫為友 甫稱其學醇行方 氣充識明
10314	吳鑑之	友	10289	袁燮	1200		[n/a]
10325	舒璘	友	17062	竺欣		鄰里稱善 遣其子大年從沈煥遊 他日喜而語舒璘曰：諸子自得師 粗厲之習變而為儒雅 暴慢之氣轉而為溫厚	鄰里稱善 遣其子大年從沈煥遊 他日喜而語舒璘曰：諸子自得師 粗厲之習變而為儒雅 暴慢之氣轉而為溫厚
10349	汪大猷	友	10360	鄭若沖	1175		[n/a]
10360	鄭若沖	友	3624	樓鑰	1157		[n/a]
10360	鄭若沖	友	10239	陳居仁	1157		[n/a]
10360	鄭若沖	友	10349	汪大猷	1157		[n/a]
10409	李繼勳	友	9001	趙匡胤			[n/a]
10451	慕容彥逢	友	24490	單子發	1117		[n/a]
10543	陳著	友	16153	蔣曉	1283		[n/a]
10547	陳貽範	友	51193	潘思孟		字幾道 臨海人 治平間與陳貽範為友 以道義自高 鄉人多師之	字幾道 臨海人 治平間與陳貽範為友 以道義自高 鄉人多師之
10565	胡銓	友	21790	段沖	1158		[n/a]
10566	楊萬里	友	7354	蔡湍	1184		[n/a]
10566	楊萬里	友	33596	劉應時	1184		[n/a]
10566	楊萬里	友	51779	劉琥		家于湖州新市 嘗監零陵戶部贍軍酒庫 與楊萬里相善 及調臨安府壕寨官 居閒	家于湖州新市 嘗監零陵戶部贍軍酒庫 與楊萬里相善 及調臨安府壕寨官 居閒
10566	楊萬里	友	52052	劉景明		名未詳 字景明 楊萬里與之定交 其游長沙 萬里為序以送之	名未詳 字景明 楊萬里與之定交 其游長沙 萬里為序以送之
10566	楊萬里	友	52844	羅惟一		字允中 廬陵人 與楊萬里友 著有尚書集說 萬里為之序	字允中 廬陵人 與楊萬里友 著有尚書集說 萬里為之序
10573	吳松年	友	7055	呂祖謙	1178		[n/a]
10573	吳松年	友	10592	鄭伯熊	1178		[n/a]
10573	吳松年	友	10598	王十朋	1178		[n/a]
10573	吳松年	友	10612	林光朝	1178		[n/a]
10585	陳傅良	友	18588	徐誼	1196		[n/a]
10585	陳傅良	友	51443	鄧林		淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政	淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政
10589	蔡幼學	友	20646	呂聲之	1213		[n/a]
10589	蔡幼學	友	20646	呂聲之		琰子 以能詩名 師陳傅良而友蔡幼學 同升太學 壁記題名	琰子 以能詩名 師陳傅良而友蔡幼學 同升太學 壁記題名
10592	鄭伯熊	友	10573	吳松年	1175		[n/a]
10598	王十朋	友	10573	吳松年	1171		[n/a]
10598	王十朋	友	14426	陳登	1171		[n/a]
10598	王十朋	友	44632	孫皜		開封人 南渡後家于會稽 與王十朋善 紹興十五年卒 年三十二	開封人 南渡後家于會稽 與王十朋善 紹興十五年卒 年三十二
10612	林光朝	友	10573	吳松年	1175		[n/a]
10612	林光朝	友	24853	林大鼐			[n/a]
10612	林光朝	友	25903	方秉俟	1175		[n/a]
10612	林光朝	友	47910	陳昭度		十餘年不調 自號西軒子 與林光朝、方翥友善 既而教授藤州 以致知謹獨教學者	十餘年不調 自號西軒子 與林光朝、方翥友善 既而教授藤州 以致知謹獨教學者
10613	林成季	友	3200	趙汝愚			[n/a]
10613	林成季	友	3257	朱熹	1202		[n/a]
10613	林成季	友	7055	呂祖謙	1202		[n/a]
10613	林成季	友	7164	張栻	1202		[n/a]
10615	洪朋	友	19868	李沖元	1100		[n/a]
10623	劉筠	友	3537	李遵勗		《宋史》卷464“李遵勗”傳：又與劉筠相友善，筠卒，存恤其家。	《宋史》卷464“李遵勗”傳：又與劉筠相友善，筠卒，存恤其家。
10700	王佖	友	42219	林拾			[n/a]
10703	呂本中	友	13924	張擴		如曾慥 朱翌 呂本中輩 皆一代勝流 切劘有素	如曾慥 朱翌 呂本中輩 皆一代勝流 切劘有素
10703	呂本中	友	38647	龔節亨		瀛州人 夬兄弟行 與呂本中善 論事每有卓見	瀛州人 夬兄弟行 與呂本中善 論事每有卓見
10703	呂本中	友	44896	夏侯旄		與呂本中為忘年交。	與呂本中為忘年交。
10706	王柏	友	10729	何欽			[n/a]
10706	王柏	友	21062	汪開之		字元思 金華人 王柏學友 有固窮集	字元思 金華人 王柏學友 有固窮集
10706	王柏	友	42219	林拾		東嘉人 因事貶婺 友王柏、王佖叔姪	東嘉人 因事貶婺 友王柏、王佖叔姪
10708	王相	友	10731	金履祥		出處：全元文，第25冊 P335。	0
10729	何欽	友	0	未詳		全元文第55冊 page: 611	0
10729	何欽	友	10706	王柏			[n/a]
10729	何欽	友	37927	王珹			[n/a]
10743	饒魯	友	38096	方輗	0		[n/a]
10749	葉適	友	10999	劉彌正	1209		[n/a]
10749	葉適	友	16649	胡衛			[n/a]
10749	葉適	友	16783	范仲藝	1209		[n/a]
10749	葉適	友	21153	林鼐	1209		[n/a]
10749	葉適	友	22412	吳竿		敭歷中外 所至有聲 所交葉適、陳亮 皆相器重	敭歷中外 所至有聲 所交葉適、陳亮 皆相器重
10749	葉適	友	24921	鄧約禮		甚得民心 改溫州教授 與葉適定交 調常德府推官卒 約禮篤於學行	甚得民心 改溫州教授 與葉適定交 調常德府推官卒 約禮篤於學行
10749	葉適	友	25522	蔡鎬	1209		[n/a]
10749	葉適	友	33354	劉愚	1209		[n/a]
10749	葉適	友	37824	王綽	0		[n/a]
10794	虞剛簡	友	4001	魏了翁	1223		[n/a]
10794	虞剛簡	友	10829	范仲黼	1223		[n/a]
10794	虞剛簡	友	10831	李心傳	1223		[n/a]
10813	歐陽逢泰	友	41234	邢天榮			[n/a]
10829	范仲黼	友	4001	魏了翁	1208		[n/a]
10829	范仲黼	友	10794	虞剛簡	1208		[n/a]
10829	范仲黼	友	10831	李心傳	1208		[n/a]
10830	李石	友	25731	程驤	1175		[n/a]
10830	李石	友	49234	塗勉仲		剛介有守 教授鄉里 與李石交最善 石為成都學官 勉仲歲遣兩子往從之	剛介有守 教授鄉里 與李石交最善 石為成都學官 勉仲歲遣兩子往從之
10830	李石	友	51043	趙樗年		其說破凡例傳注 以尊聖人之經 與李石為文字友 家藏千卷書 自丹鉛鉤提	其說破凡例傳注 以尊聖人之經 與李石為文字友 家藏千卷書 自丹鉛鉤提
10831	李心傳	友	4001	魏了翁	1228		[n/a]
10831	李心傳	友	10794	虞剛簡	1228		[n/a]
10831	李心傳	友	10829	范仲黼	1228		[n/a]
10884	陳俊卿	友	41764	吳大成			[n/a]
10999	劉彌正	友	10749	葉適	1213		[n/a]
11073	林亦之	友	20192	林詢			[n/a]
11087	林希逸	友	49086	傅夢泉		與林希逸為友 有靜觀小稿	與林希逸為友 有靜觀小稿
11120	黃績	友	3595	劉克莊	1255		[n/a]
11121	黃仲元	友	12926	林應承			[n/a]
11134	黃榦	友	21915	董銖	1211		[n/a]
11134	黃榦	友	49047	傅修	0		篤字傅公墓誌銘 / 勉齋集
11146	葉棠	友	48396	游彬		工詞賦 有聲於時 葉棠、王邁皆與為友 端平二年特奏名 官真陽主簿	工詞賦 有聲於時 葉棠、王邁皆與為友 端平二年特奏名 官真陽主簿
11247	方惟深	友	7253	胡嶧			[n/a]
11287	鄭樵	友	11445	林霆		博學深象數，與鄭樵為金石交。	博學深象數，與鄭樵為金石交。
11391	王邁	友	11427	方審權	1244		[n/a]
11391	王邁	友	11427	方審權		每歎曰：吾耕讀于此 足了一生矣 與劉克莊、王邁相友善 景定五年卒 八十五	每歎曰：吾耕讀于此 足了一生矣 與劉克莊、王邁相友善 景定五年卒 八十五
11391	王邁	友	37919	方棐	0		[n/a]
11391	王邁	友	48396	游彬		工詞賦 有聲於時 葉棠、王邁皆與為友 端平二年特奏名 官真陽主簿	工詞賦 有聲於時 葉棠、王邁皆與為友 端平二年特奏名 官真陽主簿
11419	方翥	友	25903	方秉俟	1168		[n/a]
11419	方翥	友	47910	陳昭度		十餘年不調 自號西軒子 與林光朝、方翥友善 既而教授藤州 以致知謹獨教學者	十餘年不調 自號西軒子 與林光朝、方翥友善 既而教授藤州 以致知謹獨教學者
11427	方審權	友	3595	劉克莊	1239		[n/a]
11427	方審權	友	3595	劉克莊		每歎曰：吾耕讀于此 足了一生矣 與劉克莊、王邁相友善 景定五年卒 八十五	每歎曰：吾耕讀于此 足了一生矣 與劉克莊、王邁相友善 景定五年卒 八十五
11427	方審權	友	11391	王邁	1239		[n/a]
11427	方審權	友	11391	王邁		每歎曰：吾耕讀于此 足了一生矣 與劉克莊、王邁相友善 景定五年卒 八十五	每歎曰：吾耕讀于此 足了一生矣 與劉克莊、王邁相友善 景定五年卒 八十五
11445	林霆	友	11287	鄭樵		博學深象數，與鄭樵為金石交。	博學深象數，與鄭樵為金石交。
11450	林栗	友	15022	陳士楚			[n/a]
11465	林虙	友	7253	胡嶧			[n/a]
11623	汪宗顏	友	636	韓絳	1072		[n/a]
11623	汪宗顏	友	8043	范仲淹	1072		[n/a]
11645	蘇嘉	友	3767	蘇軾		改知杭州富陽縣 究心民事 為蘇軾所知 歷太常博士 通判常州	改知杭州富陽縣 究心民事 為蘇軾所知 歷太常博士 通判常州
11663	呂大臨	友	11863	劉元振	1093		[n/a]
11666	張汝士	友	1384	歐陽修	1033		[n/a]
11666	張汝士	友	7104	尹洙	1033		[n/a]
11800	劉宰	友	7203	朱晞顏	1225		[n/a]
11800	劉宰	友	16713	諸葛填	1225		[n/a]
11811	劉韐	友	26260	祝祐	1126		[n/a]
11826	劉子羽	友	11904	朱松		吳玠未知名 子羽獨奇之 朱松以子熹託子羽 子羽與弟子翬篤教之 卒為大儒	吳玠未知名 子羽獨奇之 朱松以子熹託子羽 子羽與弟子翬篤教之 卒為大儒
11827	劉子翬	友	11904	朱松		講學不倦 與胡憲、劉勉之為道義交 朱松死 以子熹為託 熹問入道次第	講學不倦 與胡憲、劉勉之為道義交 朱松死 以子熹為託 熹問入道次第
11833	劉玶	友	3257	朱熹	1185		[n/a]
11863	劉元振	友	11663	呂大臨	1091		[n/a]
11863	劉元振	友	11885	游酢		持身有禮 眾敬之 國子先生呂大臨、游酢皆與之友善 元豐中 士子方向文華	持身有禮 眾敬之 國子先生呂大臨、游酢皆與之友善 元豐中 士子方向文華
11864	劉勉之	友	11904	朱松		學者踵至 隨材施教 朱松將卒 屬以後事 且戒其子熹往受業	學者踵至 隨材施教 朱松將卒 屬以後事 且戒其子熹往受業
11885	游酢	友	2022	楊時	1112		[n/a]
11885	游酢	友	11863	劉元振		持身有禮 眾敬之 國子先生呂大臨、游酢皆與之友善 元豐中 士子方向文華	持身有禮 眾敬之 國子先生呂大臨、游酢皆與之友善 元豐中 士子方向文華
11891	張居	友	27733	方瑑		有南渡遺風 嘗為學諭 與四明張居卿最厚善 淳祐四年卒 年六十一	有南渡遺風 嘗為學諭 與四明張居卿最厚善 淳祐四年卒 年六十一
11904	朱松	友	11826	劉子羽		吳玠未知名 子羽獨奇之 朱松以子熹託子羽 子羽與弟子翬篤教之 卒為大儒	吳玠未知名 子羽獨奇之 朱松以子熹託子羽 子羽與弟子翬篤教之 卒為大儒
11904	朱松	友	11827	劉子翬		講學不倦 與胡憲、劉勉之為道義交 朱松死 以子熹為託 熹問入道次第	講學不倦 與胡憲、劉勉之為道義交 朱松死 以子熹為託 熹問入道次第
11904	朱松	友	11864	劉勉之		學者踵至 隨材施教 朱松將卒 屬以後事 且戒其子熹往受業	學者踵至 隨材施教 朱松將卒 屬以後事 且戒其子熹往受業
11904	朱松	友	15495	張敦頤	1143		[n/a]
11904	朱松	友	25345	胡珵	1143		[n/a]
11904	朱松	友	44246	俞靖			[n/a]
12047	王寀	友	38239	周純		少為浮屠 弱冠遊京師 王寀最與相親 坐累編管惠州	少為浮屠 弱冠遊京師 王寀最與相親 坐累編管惠州
12354	張耒	友	7273	李處道	1113		[n/a]
12354	張耒	友	40844	杜輿			[n/a]
12431	張九成	友	42733	周煥卿			[n/a]
12431	張九成	友	43194	施德操			[n/a]
12775	曾會	友	53374	釋定諸		居晉江 能詩 曾會與為方外友 有去華集	居晉江 能詩 曾會與為方外友 有去華集
12923	蕭桂發	友	3595	劉克莊	1298		[n/a]
12926	林應承	友	11121	黃仲元			[n/a]
12989	潘興嗣	友	1762	王安石	1065		[n/a]
12989	潘興嗣	友	7364	曾鞏	1065		[n/a]
13000	黃叔達	友	1229	劉師道	1100		[n/a]
13148	胡箕	友	7197	周必大	1181		[n/a]
13213	毛維瞻	友	375	趙抃	0	與趙抃同邑相得，為山林之樂。	與趙抃同邑相得，為山林之樂。
13213	毛維瞻	友	1493	蘇轍	0	知筠州時，蘇轍適謫其地，相與唱和。	知筠州時，蘇轍適謫其地，相與唱和。
13239	劉清之	友	7055	呂祖謙	1173	Visits Lv Zuqian together with Lu JiulingVisits again 1074.1	Visits Lv Zuqian together with Lu JiulingVisits again 1074.1
13279	謝諤	友	42355	孟程			[n/a]
13378	鄭獬	友	42323	呂逢時			[n/a]
