biog_main.c_personid	biog_main.c_name_chn	kinship_codes.c_kinrel_chn	newkinship.c_kin_id	newkinship.c_name_chn	newkinship.c_notes
10253	袁有年	子	10254	袁涛	
10253	袁有年	子	35987	袁瀹	
10254	袁涛	父	10253	袁有年	
10254	袁涛	弟	35987	袁瀹	
10255	袁方	妻子	5161	范普元	
10255	袁方	父	10234	袁圻	
10256	袁洽	父	10255	袁方	
10256	袁洽	子	19397	袁符	
10257	袁章	父	10235	袁垧	
10257	袁章	兄	10259	袁文	
10258	真德秀	子	11840	真志道	
10258	真德秀	弟	24325	真德林	
10258	真德秀	父	27461	真A	
10258	真德秀	母	118939	吴氏(真德秀母)	
10259	袁文	妻子	5162	戴氏(袁文妻)	
10259	袁文	父	10235	袁垧	
10259	袁文	弟	10257	袁章	
10261	边裕	父	7061	边珣	
10262	边知章	父	10261	边裕	
10263	边祁	父	7061	边珣	
10264	边维岳	父	10262	边知章	
10268	边瀛	父	10267	边惇德	
10269	边济	父	10267	边惇德	
10269	边济	子	10271	边应升	
10269	边济	父	137757	边淳德	
10271	边应升	父	10269	边济	
10271	边应升	子	10274	边云遇	
10271	边应升	妻子	138269	丁氏(边应升妻）	
10272	边应登	父	10269	边济	
10274	边云遇	父	10271	边应升	
10274	边云遇	母	138269	丁氏(边应升妻）	
10275	边明	父	10271	边应升	
10276	边实	父	10271	边应升	
10277	边玘	子	10278	边日章	
10278	边日章	父	10277	边玘	
10278	边日章	子	10279	边用和	
10279	边用和	父	10278	边日章	
10279	边用和	子	10280	边友诚	
10279	边用和	子	10281	边友益	
10279	边用和	子	10282	边友闻	
10279	边用和	子	20811	边A	
10280	边友诚	父	10279	边用和	
10280	边友诚	子	10283	边恢	
10281	边友益	女儿	5163	边氏(袁燮妻)	
10281	边友益	父	10279	边用和	
10282	边友闻	父	10279	边用和	
10282	边友闻	子	10283	边恢	
10283	边恢	父	10280	边友诚	
10283	边恢	父	10282	边友闻	
10286	袁觉	父	10259	袁文	
10287	袁藻	父	10259	袁文	
10288	袁槱	父	10259	袁文	
10288	袁槱	兄	10289	袁燮	
10289	袁燮	妻子	5163	边氏(袁燮妻)	
10289	袁燮	父	10259	袁文	
10289	袁燮	弟	10288	袁槱	
10289	袁燮	子	10295	袁肃	
10291	袁谧	子	10292	袁志	
10292	袁志	父	10291	袁谧	
10292	袁志	子	10293	袁斐	
10293	袁斐	子	10229	袁毂	
10293	袁斐	父	10292	袁志	
10293	袁斐	子	10331	袁毂	
10294	袁乔	父	10289	袁燮	
10295	袁肃	父	10289	袁燮	
10295	袁肃	弟	10296	袁甫	据宋史列传CBDB宋史分传#1367
10296	袁甫	妻子	5164	赵希怡	
10296	袁甫	父	10289	袁燮	
10296	袁甫	兄	10295	袁肃	据宋史列传CBDB宋史分传#1367
10297	袁商	父	10289	袁燮	
10298	袁从	父	10296	袁甫	
10299	袁徯	父	10296	袁甫	
10299	袁徯	子	10300	袁裒	
10301	赵子英	父	10421	赵令陞	
10302	赵伯淮	父	10301	赵子英	
10303	赵伯洙	父	10301	赵子英	
10303	赵伯洙	子	10304	赵师渊	
10303	赵伯洙	弟	10422	赵伯淔	
10303	赵伯洙	子	10423	赵师雍	
10303	赵伯洙	子	10424	赵师蒧	
10304	赵师渊	女儿	5164	赵希怡	
10304	赵师渊	父	10302	赵伯淮	
10304	赵师渊	父	10303	赵伯洙	
10304	赵师渊	弟	10423	赵师雍	
10304	赵师渊	兄弟	10437	赵师夏	
10304	赵师渊	弟	35857	赵师骞	
10304	赵师渊	兄弟	35858	赵师游	
10305	戴侃	子	10306	戴冕	
10306	戴冕	女儿	5162	戴氏(袁文妻)	
10306	戴冕	父	10305	戴侃	
10306	戴冕	子	10307	戴汝明	
10307	戴汝明	父	10306	戴冕	
10308	戴机	父	10307	戴汝明	
10308	戴机	弟	10309	戴樟	
10309	戴樟	父	10307	戴汝明	
10309	戴樟	兄	10308	戴机	
10310	吴升	父	17582	吴渭	
10311	吴秉信	父	10310	吴升	
10312	吴秉义	父	10310	吴升	
10312	吴秉义	子	10313	吴鲁卿	
10313	吴鲁卿	父	10312	吴秉义	
10313	吴鲁卿	子	10314	吴鑑之	
10314	吴鑑之	父	10313	吴鲁卿	
10314	吴鑑之	子	10315	吴适	
10315	吴适	父	10314	吴鑑之	
10315	吴适	子	41731	吴祈	
10316	沉开	子	10317	沉子霖	
10317	沉子霖	父	10316	沉开	
10317	沉子霖	子	10318	沉铢	
10317	沉子霖	子	20925	沉锺	
10317	沉子霖	子	20926	沉铭	
10318	沉铢	父	10317	沉子霖	
10318	沉铢	子	10319	沉焕	
10318	沉铢	子	17807	沉炳	
10318	沉铢	弟	20925	沉锺	
10318	沉铢	弟	20926	沉铭	
10319	沉焕	父	10318	沉铢	
10319	沉焕	弟	17807	沉炳	
10321	吕乔年	父	3655	吕祖俭	
10322	舒黻	父	17049	舒卞	
10322	舒黻	兄	17050	舒黼	
10323	舒琬	父	10322	舒黻	
10323	舒琬	弟	10325	舒璘	
10323	舒琬	子	10327	舒锐	
10324	舒球	父	10322	舒黻	
10325	舒璘	父	10322	舒黻	
10325	舒璘	弟	10326	舒琪	
10325	舒璘	子	17060	舒钲	
10326	舒琪	父	10322	舒黻	
10326	舒琪	兄	10325	舒璘	
10327	舒锐	父	10323	舒琬	
10328	舒鉼	父	10325	舒璘	
10329	赵汝述	父	10227	赵善待	
10330	赵汝遇	父	10227	赵善待	
10331	袁毂	兄弟	10229	袁毂	
10331	袁毂	父	10293	袁斐	
10331	袁毂	子	10332	袁皋	
10332	袁皋	父	10331	袁毂	
10332	袁皋	子	10333	袁昇	
10333	袁昇	父	10332	袁皋	
10333	袁昇	子	10334	袁韶	
10334	袁韶	父	10333	袁昇	
10334	袁韶	子	10368	袁似道	
10335	王珣	子	10336	王础	
10336	王础	子	3970	王伯起	
10336	王础	子	3971	王伯虎	
10336	王础	父	10335	王珣	
10336	王础	子	10337	王仲举	
10337	王仲举	子	7381	王苹	
10337	王仲举	父	10336	王础	
10337	王仲举	子	25232	王蕴	
10338	王大本	父	7381	王苹	
10338	王大本	弟	10339	王大中	
10339	王大中	父	7381	王苹	
10339	王大中	兄	10338	王大本	
10340	王大临	父	7381	王苹	
10341	王大成	子	10342	王楙	
10341	王大成	父	25232	王蕴	
10342	王楙	父	10341	王大成	
10343	王德文	父	10342	王楙	
10343	王德文	子	10344	王敄	
10344	王敄	父	10343	王德文	
10346	汪元吉	子	10347	汪洙	
10346	汪元吉	父	15686	汪顺	
10347	汪洙	父	10346	汪元吉	
10348	汪思齐	兄	1758	汪思温	
10348	汪思齐	父	10347	汪洙	
10349	汪大猷	父	1758	汪思温	
10349	汪大猷	弟	10354	汪大定	
10349	汪大猷	子	39888	汪履道	
10350	楼锵	父	3615	楼璩	
10351	汪端中	父	10349	汪大猷	
10351	汪端中	弟	10352	汪立中	
10351	汪端中	弟	10353	汪礒中	
10352	汪立中	父	10349	汪大猷	
10352	汪立中	兄	10351	汪端中	
10352	汪立中	弟	10353	汪礒中	
10353	汪礒中	父	10349	汪大猷	
10353	汪礒中	兄	10351	汪端中	
10353	汪礒中	兄	10352	汪立中	
10354	汪大定	父	1758	汪思温	
10354	汪大定	兄	10349	汪大猷	
10354	汪大定	妻子	35765	陆氏(汪大定妻)	
10356	汪敏中	父	10354	汪大定	
10356	汪敏中	弟	10357	汪教中	
10357	汪教中	父	10354	汪大定	
10357	汪教中	兄	10356	汪敏中	
10358	郑覃	弟	10359	郑章	
10358	郑覃	子	10360	郑若冲	
10358	郑覃	妻子	119379	董氏(郑覃妻)	据宋史列传CBDB宋史分传#1838
10359	郑章	兄	10358	郑覃	
10360	郑若冲	父	10358	郑覃	
10362	郑冲之	父	10360	郑若冲	
10362	郑冲之	弟	10363	郑清之	
10362	郑冲之	子	10365	郑次申	
10363	郑清之	父	10360	郑若冲	
10363	郑清之	兄	10362	郑冲之	
10363	郑清之	子	119546	郑士昌	据宋史列传CBDB宋史分传#1411
10364	楼昉	弟	19941	楼昞	
10364	楼昉	弟	19942	楼昭	
10365	郑次申	父	10362	郑冲之	
10365	郑次申	子	10366	郑太原	
10366	郑太原	父	10365	郑次申	
10368	袁似道	父	10334	袁韶	
10368	袁似道	子	10367	袁洪	
10369	史宾之	父	3725	史弥坚	
10369	史宾之	女儿	5165	史棣卿(袁洪妻)	
10369	史宾之	妻子	39179	张致和	
10370	丘经	子	39257	丘崈	
10370	丘经	妻子	39266	臧氏(丘经妻)	
10372	丘寿隽	弟	10373	丘寿迈	
10372	丘寿隽	父	39257	丘崈	
10373	丘寿迈	兄	10372	丘寿隽	
10373	丘寿迈	父	39257	丘崈	
10374	贾似道	父	10376	贾涉	
10374	贾似道	妻子	49279	綦氏(贾似道妻)	
10374	贾似道	母	119381	胡氏(贾似道母)	据宋史列传CBDB宋史分传#2168
10375	贾伟	子	10376	贾涉	
10375	贾伟	父	49259	贾嗣业	
10375	贾伟	母	49260	于氏(贾嗣业妻)	
10375	贾伟	妻子	49261	于氏(贾伟妻)	
10375	贾伟	妻子	49262	陆氏(贾伟妻)	
10376	贾涉	子	10374	贾似道	
10376	贾涉	父	10375	贾伟	
10376	贾涉	女儿	15988	贾氏(赵昀妃)	
10376	贾涉	妻子	49255	史氏(贾涉妻)	
10376	贾涉	妻子	49256	胡氏(史氏妻)	
10376	贾涉	子	49290	贾贯道	
10377	史岩之	父	10383	史弥忠	
10378	史简	妻子	5166	叶氏(史简妻)	
10378	史简	子	10379	史诏	
10378	史简	父	18090	史成	
10379	史诏	父	10378	史简	
10380	史木	父	10379	史诏	
10380	史木	妻子	39053	孙氏(史木妻)	
10381	史师仲	父	10379	史诏	
10381	史师仲	妻子	39152	洪氏(史浩母)	
10382	史渐	父	10380	史木	
10383	史弥忠	父	10382	史渐	
10383	史弥忠	弟	18137	史弥巩	
10386	余天锡	弟	10387	余天任	
10386	余天锡	母	119418	朱氏(余天锡母)	据宋史列传CBDB宋史分传#1453
10387	余天任	兄	10386	余天锡	
10390	赵惟正	父	3214	赵德昭	
10391	赵惟固	父	3214	赵德昭	
10392	赵惟忠	父	3214	赵德昭	
10393	赵惟和	父	3214	赵德昭	
10393	赵惟和	妻子	5384	冯氏(赵惟和妻)	
10394	赵从谨	父	10392	赵惟忠	
10394	赵从谨	子	50379	赵世亨	
10395	赵从审	父	10393	赵惟和	
10396	赵世英	父	10395	赵从审	
10398	冯继业	父	10397	冯晖	
10398	冯继业	子	10399	冯讷	
10398	冯继业	兄	119493	冯继勳	据宋史列传CBDB宋史分传#208
10399	冯讷	女儿	5384	冯氏(赵惟和妻)	
10399	冯讷	父	10398	冯继业	
10400	吴元辅	父	8164	吴廷祚	
10400	吴元辅	弟	10401	吴元载	
10400	吴元辅	弟	10402	吴元范	
10400	吴元辅	弟	10405	吴元庆	
10400	吴元辅	弟	10403	吴元扆	据宋史列传CBDB宋史分传#229
10401	吴元载	父	8164	吴廷祚	
10401	吴元载	兄	10400	吴元辅	
10401	吴元载	弟	10402	吴元范	
10401	吴元载	弟	10405	吴元庆	
10401	吴元载	弟	10403	吴元扆	据宋史列传CBDB宋史分传#229
10401	吴元载	弟	10404	吴元吉	据宋史列传CBDB宋史分传#229
10402	吴元范	父	8164	吴廷祚	
10402	吴元范	兄	10400	吴元辅	
10402	吴元范	兄	10401	吴元载	
10402	吴元范	弟	10405	吴元庆	
10403	吴元扆	妻子	5167	赵氏(吴元扆妻)	
10403	吴元扆	父	8164	吴廷祚	
10403	吴元扆	子	10407	吴守礼	
10403	吴元扆	子	10467	吴守严	
10403	吴元扆	子	17240	吴守良	
10403	吴元扆	子	17241	吴守让	
10403	吴元扆	兄	10400	吴元辅	据宋史列传CBDB宋史分传#229
10403	吴元扆	兄	10401	吴元载	据宋史列传CBDB宋史分传#229
10403	吴元扆	弟	10404	吴元吉	据宋史列传CBDB宋史分传#229
10403	吴元扆	弟	10405	吴元庆	据宋史列传CBDB宋史分传#229
10403	吴元扆	丈夫	5167	赵氏(吴元扆妻)	据宋史列传CBDB宋史分传122
10404	吴元吉	父	8164	吴廷祚	
10404	吴元吉	子	22325	吴昭允	
10404	吴元吉	兄	10401	吴元载	据宋史列传CBDB宋史分传#229
10404	吴元吉	兄	10403	吴元扆	据宋史列传CBDB宋史分传#229
10405	吴元庆	父	8164	吴廷祚	
10405	吴元庆	兄	10400	吴元辅	
10405	吴元庆	兄	10401	吴元载	
10405	吴元庆	兄	10402	吴元范	
10405	吴元庆	子	10406	吴守仁	
10405	吴元庆	兄	10403	吴元扆	据宋史列传CBDB宋史分传#229
10406	吴守仁	女儿	5371	吴氏(赵宗楷妻)	
10406	吴守仁	父	10405	吴元庆	
10407	吴守礼	父	10403	吴元扆	
10407	吴守礼	兄弟	10467	吴守严	
10407	吴守礼	兄弟	17240	吴守良	
10407	吴守礼	兄弟	17241	吴守让	
10408	赵世坚	父	10395	赵从审	
10408	赵世坚	妻子	50385	李氏(赵世坚妻)	
10409	李继勳	子	10410	李守徽	
10409	李继勳	弟	19588	李继偓	
10409	李继勳	子	19589	李守恩	
10409	李继勳	子	41590	李守元	
10410	李守徽	父	10409	李继勳	
10410	李守徽	子	10411	李舜举	
10410	李守徽	兄弟	19589	李守恩	
10410	李守徽	兄弟	41590	李守元	
10411	李舜举	父	10410	李守徽	
10412	赵世肱	父	10395	赵从审	
10413	赵世禕	父	10395	赵从审	
10413	赵世禕	子	10415	赵令佥	
10414	赵世仍	父	10395	赵从审	
10414	赵世仍	子	50450	赵令駰	
10415	赵令佥	父	10413	赵世禕	
10415	赵令佥	子	10416	赵子昼	
10416	赵子昼	父	10415	赵令佥	
10417	程迪	子	7135	程天秩	
10417	程迪	子	7136	程天民	
10417	程迪	父	15378	程伯照	
10417	程迪	子	15692	程天若	
10418	赵伯赐	父	10416	赵子昼	
10419	赵守度	父	3215	赵惟吉	
10420	赵世括	父	10419	赵守度	
10421	赵令陞	父	10420	赵世括	
10422	赵伯淔	父	10301	赵子英	
10422	赵伯淔	兄	10303	赵伯洙	
10422	赵伯淔	子	10424	赵师蒧	
10422	赵伯淔	子	50870	赵师	
10423	赵师雍	父	10303	赵伯洙	
10423	赵师雍	兄	10304	赵师渊	
10423	赵师雍	子	10425	赵希圣	
10423	赵师雍	弟	10437	赵师夏	
10424	赵师蒧	父	10303	赵伯洙	
10424	赵师蒧	父	10422	赵伯淔	
10425	赵希圣	父	10423	赵师雍	
10427	史弥应	父	10382	史渐	
10428	史一之	父	10427	史弥应	
10435	赵伯渷	父	10301	赵子英	
10436	赵伯浒	父	10301	赵子英	
10437	赵师夏	父	10302	赵伯淮	
10437	赵师夏	兄	10304	赵师渊	
10437	赵师夏	兄	10423	赵师雍	
10437	赵师夏	子	10438	赵希悦	
10437	赵师夏	兄	35857	赵师骞	
10437	赵师夏	兄	35858	赵师游	
10438	赵希悦	父	10437	赵师夏	
10439	赵师端	父	10435	赵伯渷	
10439	赵师端	子	19457	赵希廙	
10440	赵师羽	父	10422	赵伯淔	
10442	赵从蔼	妻子	5168	慕容氏(赵从蔼妻)	
10442	赵从蔼	父	10392	赵惟忠	
10442	赵从蔼	子	50400	赵世丰	
10444	慕容延钊	父	10443	慕容章	
10444	慕容延钊	弟	10449	慕容延卿	
10444	慕容延钊	弟	14669	慕容延忠	
10445	慕容德业	父	10444	慕容延钊	
10446	慕容德正	女儿	5168	慕容氏(赵从蔼妻)	
10446	慕容德正	父	10444	慕容延钊	
10447	慕容德钧	父	10444	慕容延钊	
10447	慕容德钧	兄	10448	慕容德丰	据宋史列传CBDB宋史分传#198
10448	慕容德丰	父	10444	慕容延钊	
10448	慕容德丰	弟	10447	慕容德钧	据宋史列传CBDB宋史分传#198
10448	慕容德丰	子	119917	慕容惟素	据宋史列传CBDB宋史分传#198
10449	慕容延卿	父	10443	慕容章	
10449	慕容延卿	兄	10444	慕容延钊	
10449	慕容延卿	子	10450	慕容德琛	
10450	慕容德琛	父	10449	慕容延卿	
10450	慕容德琛	子	14681	慕容理	
10451	慕容彦逢	女儿	5405	慕容氏(蒋宁祖妻)	
10451	慕容彦逢	弟	14671	慕容彦喜	
10451	慕容彦逢	弟	14672	慕容彦连	
10451	慕容彦逢	弟	14673	慕容彦羲	
10452	蒋瑎	父	461	蒋之奇	
10453	蒋康祖	父	10452	蒋瑎	
10454	蒋宁祖	妻子	5405	慕容氏(蒋宁祖妻)	
10454	蒋宁祖	父	10452	蒋瑎	
10455	蒋益祖	父	10452	蒋瑎	
10457	赵世雄	父	10442	赵从蔼	
10458	赵子漪	父	371	赵令铄	
10458	赵子漪	弟	398	赵子淔	
10459	钱象舆	父	10460	钱惟渲	
10460	钱惟渲	父	3037	钱俶	
10460	钱惟渲	子	10459	钱象舆	
10461	赵世准	父	10442	赵从蔼	
10461	赵世准	妻子	50391	钱氏(赵世准妻)	
10462	赵守巽	父	3215	赵惟吉	
10463	赵世著	父	10419	赵守度	
10463	赵世著	子	10464	赵令冲	
10464	赵令冲	子	399	赵子厚	
10464	赵令冲	父	10463	赵世著	
10465	赵从颖	父	10392	赵惟忠	
10466	赵世膺	父	10465	赵从颖	
10467	吴守严	父	10403	吴元扆	
10467	吴守严	兄弟	10407	吴守礼	
10467	吴守严	兄弟	17240	吴守良	
10467	吴守严	兄弟	17241	吴守让	
10467	吴守严	子	17823	吴承嗣	
10468	赵从质	父	10392	赵惟忠	
10468	赵从质	子	50396	赵世頵	
10469	陈文显	父	3067	陈洪进	
10470	陈文颢	父	3067	陈洪进	
10471	陈文顗	父	3067	陈洪进	
10472	陈文顼	父	10469	陈文显	
10473	陈宗宪	父	10471	陈文顗	
10474	陈宗缵	父	10471	陈文顗	
10475	陈宗绶	父	10471	陈文顗	
10475	陈宗绶	子	10477	陈承德	
10476	陈宗绦	父	10471	陈文顗	
10477	陈承德	父	10475	陈宗绶	
10478	赵世侹	父	10468	赵从质	
10478	赵世侹	子	10479	赵令休	
10479	赵令休	父	10478	赵世侹	
10479	赵令休	子	10480	赵子益	
10480	赵子益	子	378	赵伯瑜	
10480	赵子益	父	10479	赵令休	
10481	赵世敞	父	10468	赵从质	
10481	赵世敞	子	10482	赵令奥	
10482	赵令奥	子	400	赵子潚	
10482	赵令奥	父	10481	赵世敞	
10485	赵元佐	父	9002	赵炅	
10485	赵元佐	弟	9003	赵恆	据宋史列传CBDB宋史分传#59
10485	赵元佐	弟	10495	赵元份	据宋史列传CBDB宋史分传#59
10485	赵元佐	弟	16839	赵元僖	据宋史列传CBDB宋史分传#59
10485	赵元佐	母	41723	李氏(赵炅妃)	据宋史列传CBDB宋史分传#59
10486	赵允升	父	10485	赵元佐	
10486	赵允升	子	19310	赵宗达	
10486	赵允升	子	50701	赵宗默	
10486	赵允升	子	50703	赵宗礼	
10486	赵允升	女儿	53963	赵氏(赵允升女)	
10487	赵宗惠	父	10486	赵允升	
10487	赵宗惠	妻子	50685	王氏(赵宗惠妻)	
10488	向约	子	709	向宗儒	
10488	向约	父	3353	向传正	
10489	赵仲企	妻子	5169	向氏(赵仲企妻)	
10489	赵仲企	父	10487	赵宗惠	
10490	赵士虑	父	10489	赵仲企	
10491	赵士焆	父	10489	赵仲企	
10492	赵不求	父	10490	赵士虑	
10493	赵善应	子	3200	赵汝愚	
10493	赵善应	父	10492	赵不求	
10493	赵善应	母	50963	晁氏(赵不求妻)	
10493	赵善应	妻子	50964	李氏(赵善应妻)	
10495	赵元份	父	9002	赵炅	
10495	赵元份	子	10496	赵允宁	
10495	赵元份	兄	9003	赵恆	据宋史列传CBDB宋史分传
10495	赵元份	兄	10485	赵元佐	据宋史列传CBDB宋史分传#59
10495	赵元份	兄	16839	赵元僖	据宋史列传CBDB宋史分传#60
10495	赵元份	弟	10509	赵元杰	据宋史列传CBDB宋史分传#61
10495	赵元份	弟	10530	赵元偓	据宋史列传CBDB宋史分传#61
10495	赵元份	弟	15975	赵元偁	据宋史列传CBDB宋史分传#61
10495	赵元份	妻子	119411	李氏(赵元份妻)	据宋史列传CBDB宋史分传#61
10496	赵允宁	父	10495	赵元份	
10496	赵允宁	子	120160	赵宗孟	据宋史列传CBDB宋史分传61
10497	赵士坦	父	14777	赵仲晟	
10498	赵宗谔	父	10496	赵允宁	
10498	赵宗谔	子	50545	赵仲科	
10499	赵仲忽	父	17258	赵宗治	
10500	赵士说	父	10499	赵仲忽	
10502	赵允让	父	10495	赵元份	
10502	赵允让	子	50682	赵宗衮	
10502	赵允让	子	50692	赵宗楚	
10502	赵允让	子	50696	赵宗愈	
10502	赵允让	子	50698	赵宗绰	
10502	赵允让	子	50700	赵宗谊	
10502	赵允让	妾	119394	王氏(赵允让妻)	据宋史列传CBDB宋史分传#68
10502	赵允让	妾	120144	谢奕	据宋史列传CBDB宋史分传#68
10503	赵宗辅	父	10502	赵允让	
10503	赵宗辅	子	50583	赵仲歜	
10503	赵宗辅	子	50586	赵仲靡	
10504	赵仲理	父	10503	赵宗辅	
10504	赵仲理	父	50682	赵宗衮	
10505	赵士翁	父	10504	赵仲理	
10506	赵不倦	父	10505	赵士翁	
10507	赵汝鐩	父	7179	赵善坚	
10508	赵允言	父	10485	赵元佐	
10509	赵元杰	父	9002	赵炅	
10509	赵元杰	兄	9003	赵恆	据宋史列传CBDB宋史分传
10509	赵元杰	兄	16839	赵元僖	据宋史列传CBDB宋史分传#60
10509	赵元杰	兄	10495	赵元份	据宋史列传CBDB宋史分传#61
10509	赵元杰	弟	10530	赵元偓	据宋史列传CBDB宋史分传#62
10509	赵元杰	弟	15975	赵元偁	据宋史列传CBDB宋史分传#62
10509	赵元杰	弟	16805	赵元俨	据宋史列传CBDB宋史分传#62
10510	赵宗望	父	10508	赵允言	
10511	赵仲峭	父	10510	赵宗望	
10511	赵仲峭	子	10512	赵士兖	
10512	赵士兖	父	10511	赵仲峭	
10513	赵德恭	父	3211	赵廷美	
10513	赵德恭	女儿	39911	赵氏(沉惟清妻)	
10514	赵承庆	父	10513	赵德恭	
10514	赵承庆	父	17879	赵安易	据宋史列传CBDB宋史分传#228
10514	赵承庆	子	50629	赵克绚	赵承庆
10515	赵克孝	父	10514	赵承庆	
10516	赵叔若	父	10515	赵克孝	
10516	赵叔若	子	10517	赵诚之	
10517	赵诚之	子	364	赵公称	
10517	赵诚之	父	10516	赵叔若	
10518	赵承寿	父	10513	赵德恭	
10518	赵承寿	兄弟	50725	赵承庆	据宋史列传CBDB宋史分传56
10519	赵克淑	父	10518	赵承寿	
10520	赵叔据	父	10519	赵克淑	
10521	赵德彝	父	3211	赵廷美	
10521	赵德彝	妻子	51051	刘氏(赵德彝妻)	
10521	赵德彝	子	120156	赵承谟	据宋史列传CBDB宋史分传56
10522	赵承矩	父	10521	赵德彝	
10522	赵承矩	子	50628	赵克循	
10523	赵克彰	父	10522	赵承矩	
10524	赵叔酇	父	10523	赵克彰	
10525	赵仕之	父	10524	赵叔酇	
10526	赵德钧	父	3211	赵廷美	
10526	赵德钧	子	50728	赵承简	
10526	赵德钧	妻子	51048	霍氏(赵德钧妻)	
10526	赵德钧	子	120157	赵承震	据宋史列传CBDB宋史分传56
10527	赵承干	父	10526	赵德钧	
10528	赵克臻	父	10527	赵承干	
10529	赵叔炤	父	10528	赵克臻	
10530	赵元偓	父	9002	赵炅	
10530	赵元偓	兄	9003	赵恆	据宋史列传CBDB宋史分传
10530	赵元偓	兄	10495	赵元份	据宋史列传CBDB宋史分传#61
10530	赵元偓	兄	10509	赵元杰	据宋史列传CBDB宋史分传#62
10530	赵元偓	弟	15975	赵元偁	据宋史列传CBDB宋史分传#63
10530	赵元偓	弟	16805	赵元俨	据宋史列传CBDB宋史分传#63
10530	赵元偓	弟	50309	赵元亿	据宋史列传CBDB宋史分传#63
10531	赵允弼	父	10530	赵元偓	
10532	赵宗述	父	10531	赵允弼	
10532	赵宗述	子	50592	赵仲醻	
10534	赵士芭	父	23105	赵仲慥	
10536	郭守璘	子	3459	郭允恭	
10536	郭守璘	父	10535	郭崇	
10537	李昭亮	父	3481	李继隆	
10537	李昭亮	子	16847	李惟赏	
10537	李昭亮	子	16864	李惟贤	
10537	李昭亮	子	25678	李惟宝	
10538	郭守文	父	15966	郭晖	
10538	郭守文	子	119554	郭崇德	据宋史列传CBDB宋史分传237
10539	郭崇仁	女儿	5170	郭氏(赵宗博妻)	
10539	郭崇仁	父	10538	郭守文	
10541	赵宗博	妻子	5170	郭氏(赵宗博妻)	
10541	赵宗博	父	10502	赵允让	
10542	陈观	子	10544	陈深	
10543	陈著	妻子	5171	童尚柔	
10543	陈著	父	98553	陈德刚	
10543	陈著	母	138555	竺氏(陈德刚妻）	
10543	陈著	子	10544	陈深	著子
10547	陈贻范	弟	10548	陈贻序	
10547	陈贻范	父	24359	陈M	
10547	陈贻范	子	24362	陈师纯	
10547	陈贻范	子	24363	陈师圣	
10548	陈贻序	兄	10547	陈贻范	
10548	陈贻序	子	10549	陈克	
10548	陈贻序	父	24359	陈M	
10549	陈克	父	10548	陈贻序	
10551	朱载上	子	3258	朱翌	
10552	朱軧	父	3258	朱翌	
10553	朱辅	父	3258	朱翌	
10554	辅逵	子	10555	辅广	
10555	辅广	父	10554	辅逵	
10555	辅广	子	51084	辅季章	
10555	辅广	弟	99964	辅万	
10558	薛庠	子	10559	薛强立	
10559	薛强立	父	10558	薛庠	
10560	薛嘉言	父	10559	薛强立	
10561	薛昌言	父	10559	薛强立	
10563	杨堪	父	13186	杨亨	
10563	杨堪	子	13187	杨同	
10563	杨堪	子	15897	杨开	
10564	杨芾	父	15898	杨格非	
10564	杨芾	弟	49351	杨扶	
10565	胡铨	兄	13159	胡铸	
10565	胡铨	父	13160	胡载	
10565	胡铨	妻子	43109	刘氏(胡铨妻)	
10566	杨万里	父	10564	杨芾	
10566	杨万里	子	10567	杨长孺	
10566	杨万里	母	118940	某氏(杨万里母)	
10567	杨长孺	父	10566	杨万里	
10569	吴比	子	10570	吴充	
10570	吴充	父	10569	吴比	
10570	吴充	子	10571	吴表臣	
10571	吴表臣	父	10570	吴充	
10571	吴表臣	子	10572	吴邵年	
10571	吴表臣	子	10573	吴松年	
10571	吴表臣	子	10575	吴龟年	
10572	吴邵年	父	10571	吴表臣	
10572	吴邵年	母	134506	鲍氏(吴邵年母)	
10572	吴邵年	妻子	134507	鲍氏(吴邵年妻)	
10573	吴松年	父	10571	吴表臣	
10574	吴琰	父	10573	吴松年	
10575	吴龟年	父	10571	吴表臣	
10577	薛徽言	女儿	5309	薛氏(胡序妻)	
10577	薛徽言	父	10559	薛强立	
10578	薛季宣	父	10577	薛徽言	
10579	薛叔似	父	18815	薛季随	
10579	薛叔似	妻子	52591	黄氏(薛叔似妻)	
10580	薛师石	父	18821	薛浩	
10581	孙汝翼	妻子	45095	某氏(孙汝翼妻)	
10584	陈彬	子	10585	陈傅良	
10584	陈彬	父	14281	陈邦	
10585	陈傅良	父	10584	陈彬	
10585	陈傅良	妻子	35628	张幼昭	
10587	张汇	子	10588	张孝恺	
10587	张汇	子	14278	张孝忱	
10588	张孝恺	父	10587	张汇	
10588	张孝恺	子	25434	张东野	
10588	张孝恺	女儿	35628	张幼昭	
10588	张孝恺	父	46817	张煇	
10588	张孝恺	妻子	47112	赵氏(张孝恺妻)	
10589	蔡幼学	父	20351	蔡端卿	
10589	蔡幼学	弟	20352	蔡A	
10590	蔡节	父	10589	蔡幼学	
10591	蔡范	父	10589	蔡幼学	
10592	郑伯熊	弟	10593	郑伯海	
10592	郑伯熊	弟	10594	郑伯英	
10592	郑伯熊	母	51352	某氏(郑伯熊母)	
10593	郑伯海	兄	10592	郑伯熊	
10594	郑伯英	兄	10592	郑伯熊	
10597	王辅	妻子	5172	万氏(王十朋母)	
10597	王辅	父	18819	王格	
10598	王十朋	母	5172	万氏(王十朋母)	
10598	王十朋	妻子	5173	贾氏(王十朋妻)	
